,Store,DayOfWeek,Date,Customers,Open,Promo,StateHoliday,SchoolHoliday
583438,1079,6,2014-01-25,500,1,0,0,0
769230,666,7,2013-08-11,0,0,0,0,0
771545,751,5,2013-08-09,403,1,0,0,1
331143,391,7,2014-09-21,0,0,0,0,0
472570,596,7,2014-05-04,0,0,0,0,0
549995,1086,1,2014-02-24,702,1,0,0,0
472169,195,7,2014-05-04,0,0,0,0,0
627239,280,1,2013-12-16,751,1,1,0,0
43211,842,2,2015-06-23,1023,1,0,0,0
546443,879,4,2014-02-27,298,1,0,0,0
552559,305,5,2014-02-21,502,1,1,0,0
70162,1033,6,2015-05-30,1016,1,0,0,0
344902,74,6,2014-09-06,735,1,0,0,0
53429,1025,7,2015-06-14,0,0,0,0,0
65473,804,3,2015-06-03,486,1,1,0,1
793697,603,6,2013-07-20,727,1,0,0,0
414206,212,3,2014-06-25,470,1,0,0,0
111740,241,3,2015-04-22,606,1,0,0,0
382096,949,2,2014-07-29,531,1,1,0,1
135752,838,3,2015-04-01,1025,1,1,0,1
425252,108,7,2014-06-15,0,0,0,0,0
863168,944,7,2013-05-19,0,0,0,0,0
653348,744,6,2013-11-23,824,1,0,0,0
670858,414,4,2013-11-07,492,1,1,0,0
428247,873,5,2014-06-13,480,1,0,0,0
696300,211,2,2013-10-15,1308,1,0,0,0
256507,588,3,2014-12-10,627,1,0,0,0
466602,203,5,2014-05-09,842,1,1,0,0
765069,965,4,2013-08-15,1061,1,1,0,1
613861,282,6,2013-12-28,471,1,0,0,0
347993,415,3,2014-09-03,505,1,1,0,1
105587,778,2,2015-04-28,807,1,1,0,0
601756,442,3,2014-01-08,503,1,1,0,0
827627,1083,4,2013-06-20,336,1,1,0,0
182996,137,2,2015-02-17,838,1,1,0,1
690048,649,1,2013-10-21,569,1,1,0,1
382189,1055,2,2014-07-29,1004,1,1,0,1
512491,377,6,2014-03-29,801,1,0,0,0
487043,574,1,2014-04-21,0,0,0,b,1
666804,820,1,2013-11-11,1008,1,0,0,0
569189,210,4,2014-02-06,393,1,1,0,0
372335,453,5,2014-08-08,1348,1,1,0,1
247228,678,6,2014-12-20,896,1,0,0,0
589756,707,7,2014-01-19,0,0,0,0,0
571093,999,3,2014-02-05,769,1,1,0,0
52301,1012,1,2015-06-15,609,1,1,0,0
598208,239,6,2014-01-11,478,1,0,0,0
293689,332,5,2014-10-31,0,0,0,a,1
413184,305,4,2014-06-26,414,1,0,0,0
96761,872,3,2015-05-06,838,1,1,0,0
91643,214,7,2015-05-10,0,0,0,0,0
450673,999,6,2014-05-24,400,1,0,0,0
417344,5,7,2014-06-22,0,0,0,0,0
571766,557,2,2014-02-04,796,1,1,0,0
27206,447,2,2015-07-07,563,1,0,0,0
496307,918,7,2014-04-13,0,0,0,0,0
700389,955,6,2013-10-12,449,1,0,0,0
190794,130,2,2015-02-10,556,1,0,0,0
26814,55,2,2015-07-07,567,1,0,0,0
99299,65,7,2015-05-03,0,0,0,0,0
777600,116,6,2013-08-03,557,1,0,0,0
196304,65,4,2015-02-05,423,1,1,0,1
856470,936,6,2013-05-25,898,1,0,0,0
40708,569,4,2015-06-25,604,1,0,0,0
139898,524,6,2015-03-28,807,1,0,0,0
847386,772,7,2013-06-02,0,0,0,0,0
755444,260,5,2013-08-23,903,1,0,0,0
276387,882,3,2014-11-19,701,1,0,0,0
462796,857,2,2014-05-13,779,1,0,0,0
371625,730,6,2014-08-09,764,1,0,0,0
230478,789,2,2015-01-06,0,0,1,a,0
718209,935,4,2013-09-26,656,1,1,0,0
765076,972,4,2013-08-15,483,1,1,0,1
349490,1085,2,2014-09-02,826,1,1,0,0
676062,43,6,2013-11-02,528,1,0,0,0
743856,937,2,2013-09-03,434,1,0,0,0
248285,824,5,2014-12-19,1299,1,1,0,0
528883,44,5,2014-03-14,627,1,0,0,0
354894,845,3,2014-08-27,289,1,0,0,0
172250,541,5,2015-02-27,916,1,0,0,0
110480,96,4,2015-04-23,522,1,0,0,0
585750,46,3,2014-01-22,694,1,1,0,0
448090,646,1,2014-05-26,655,1,0,0,0
683062,353,7,2013-10-27,1535,1,0,0,0
655706,872,4,2013-11-21,940,1,1,0,0
727022,828,3,2013-09-18,470,1,0,0,0
409827,293,7,2014-06-29,0,0,0,0,0
52327,1038,1,2015-06-15,637,1,1,0,0
553589,220,4,2014-02-20,646,1,1,0,0
148915,621,5,2015-03-20,882,1,1,0,0
203504,575,5,2015-01-30,583,1,1,0,0
622524,25,5,2013-12-20,1998,1,1,0,0
224041,1042,1,2015-01-12,657,1,1,0,0
346185,487,5,2014-09-05,721,1,1,0,0
409359,940,1,2014-06-30,1084,1,1,0,0
673042,368,2,2013-11-05,861,1,1,0,0
826137,708,5,2013-06-21,537,1,1,0,0
481383,489,6,2014-04-26,265,1,0,0,0
290029,422,2,2014-11-04,495,1,1,0,0
303576,970,2,2014-10-21,428,1,1,0,1
805773,414,2,2013-07-09,410,1,0,0,1
659100,921,1,2013-11-18,1660,1,1,0,0
130285,946,1,2015-04-06,0,0,0,b,1
292199,787,7,2014-11-02,0,0,0,0,0
228412,953,4,2015-01-08,603,1,1,0,0
766870,536,2,2013-08-13,1017,1,1,0,1
833522,288,5,2013-06-14,394,1,0,0,0
753123,169,7,2013-08-25,0,0,0,0,0
455913,664,1,2014-05-19,853,1,1,0,0
4506,47,1,2015-07-27,973,1,1,0,1
480300,521,7,2014-04-27,0,0,0,0,0
701523,974,5,2013-10-11,1653,1,1,0,0
445284,70,3,2014-05-28,683,1,0,0,0
262176,662,4,2014-12-04,909,1,1,0,0
543566,232,6,2014-03-01,275,1,0,0,0
98953,834,1,2015-05-04,877,1,1,0,0
244480,748,2,2014-12-23,848,1,0,0,1
550082,58,7,2014-02-23,0,0,0,0,0
208454,1065,1,2015-01-26,560,1,1,0,0
847634,1020,7,2013-06-02,0,0,0,0,0
592675,281,4,2014-01-16,486,1,0,0,0
436607,313,4,2014-06-05,823,1,1,0,0
635427,663,1,2013-12-09,668,1,0,0,0
323589,311,1,2014-09-29,1005,1,1,0,0
217725,301,6,2015-01-17,491,1,0,0,0
314781,955,4,2014-10-09,507,1,1,0,1
795529,205,4,2013-07-18,921,1,1,0,1
561958,784,4,2014-02-13,753,1,0,0,0
98504,385,1,2015-05-04,796,1,1,0,0
368923,849,2,2014-08-12,742,1,0,0,1
590624,460,6,2014-01-18,147,1,0,0,0
688810,526,2,2013-10-22,1751,1,1,0,1
357267,330,7,2014-08-24,0,0,0,0,0
709777,308,4,2013-10-03,0,0,0,a,0
608353,349,4,2014-01-02,803,1,0,0,1
654476,757,5,2013-11-22,543,1,1,0,0
777565,81,6,2013-08-03,688,1,0,0,0
212081,232,4,2015-01-22,252,1,0,0,0
90497,183,1,2015-05-11,705,1,0,0,0
501221,257,2,2014-04-08,611,1,0,0,0
107670,631,7,2015-04-26,0,0,0,0,0
472792,818,7,2014-05-04,0,0,0,0,0
336157,801,2,2014-09-16,464,1,1,0,0
545741,177,4,2014-02-27,461,1,0,0,0
383482,369,7,2014-07-27,0,0,0,0,0
547538,859,3,2014-02-26,616,1,0,0,0
305179,654,7,2014-10-19,0,0,0,0,0
707644,405,6,2013-10-05,322,1,0,0,0
332864,223,5,2014-09-19,780,1,1,0,0
473882,793,6,2014-05-03,479,1,0,0,0
580684,555,1,2014-01-27,467,1,0,0,0
766177,958,3,2013-08-14,698,1,1,0,0
577307,523,4,2014-01-30,1456,1,0,0,0
530554,600,4,2014-03-13,536,1,0,0,0
428857,368,4,2014-06-12,635,1,0,0,1
195161,37,5,2015-02-06,844,1,1,0,1
76259,440,7,2015-05-24,0,0,0,0,0
642311,857,2,2013-12-03,1016,1,1,0,0
195392,268,5,2015-02-06,653,1,1,0,0
835277,928,4,2013-06-13,497,1,0,0,0
217654,230,6,2015-01-17,906,1,0,0,0
593344,950,4,2014-01-16,507,1,0,0,0
591842,563,5,2014-01-17,618,1,0,0,0
160006,562,2,2015-03-10,2936,1,0,0,0
438307,898,3,2014-06-04,839,1,1,0,0
342122,104,2,2014-09-09,1232,1,0,0,0
282258,75,3,2014-11-12,585,1,1,0,0
835823,359,3,2013-06-12,479,1,0,0,0
639712,488,4,2013-12-05,469,1,1,0,0
381279,1084,3,2014-07-30,839,1,1,0,1
720622,3,1,2013-09-23,885,1,1,0,0
4163,819,2,2015-07-28,466,1,1,0,1
548568,774,2,2014-02-25,662,1,0,0,0
418131,792,7,2014-06-22,0,0,0,0,0
226319,1090,6,2015-01-10,298,1,0,0,0
551540,401,6,2014-02-22,238,1,0,0,0
569108,129,4,2014-02-06,1279,1,1,0,0
783223,164,1,2013-07-29,791,1,1,0,0
17080,356,4,2015-07-16,423,1,1,0,0
147549,370,6,2015-03-21,630,1,0,0,0
730393,854,7,2013-09-15,0,0,0,0,0
434736,672,6,2014-06-07,1448,1,0,0,0
537224,580,5,2014-03-07,1492,1,1,0,0
50420,246,2,2015-06-16,1014,1,1,0,0
268560,464,4,2014-11-27,1360,1,1,0,0
223572,573,1,2015-01-12,391,1,1,0,0
292430,1057,7,2014-11-02,0,0,0,0,0
162063,389,7,2015-03-08,0,0,0,0,0
845795,296,1,2013-06-03,1091,1,1,0,0
674026,237,1,2013-11-04,671,1,1,0,0
521375,341,5,2014-03-21,731,1,1,0,0
708699,345,5,2013-10-04,560,1,0,0,0
550022,1113,1,2014-02-24,661,1,0,0,0
486590,121,1,2014-04-21,0,0,0,b,1
693179,435,5,2013-10-18,373,1,0,0,0
845627,128,1,2013-06-03,662,1,1,0,0
410493,959,7,2014-06-29,0,0,0,0,0
374285,551,3,2014-08-06,951,1,1,0,1
457637,158,6,2014-05-17,599,1,0,0,0
604789,130,7,2014-01-05,0,0,0,0,1
147873,694,6,2015-03-21,884,1,0,0,0
382431,236,1,2014-07-28,1036,1,1,0,1
91479,50,7,2015-05-10,0,0,0,0,0
398690,666,5,2014-07-11,551,1,0,0,0
552130,991,6,2014-02-22,643,1,0,0,0
391971,454,5,2014-07-18,798,1,1,0,0
541727,623,1,2014-03-03,258,1,1,0,0
608404,400,4,2014-01-02,1169,1,0,0,1
703886,1107,3,2013-10-09,743,1,1,0,0
654294,575,5,2013-11-22,575,1,1,0,0
256636,749,3,2014-12-10,539,1,0,0,0
300620,793,5,2014-10-24,507,1,1,0,0
592232,953,5,2014-01-17,537,1,0,0,0
858202,438,4,2013-05-23,444,1,0,0,0
645141,342,6,2013-11-30,965,1,0,0,0
214254,175,2,2015-01-20,598,1,0,0,0
833245,11,5,2013-06-14,1123,1,0,0,0
679886,522,3,2013-10-30,530,1,0,0,1
489634,935,6,2014-04-19,589,1,0,0,0
792338,359,7,2013-07-21,0,0,0,0,0
730058,519,7,2013-09-15,0,0,0,0,0
827904,245,3,2013-06-19,1048,1,1,0,0
706858,734,7,2013-10-06,0,0,0,0,0
12742,478,1,2015-07-20,700,1,0,0,1
77960,1026,6,2015-05-23,968,1,0,0,0
234306,157,5,2015-01-02,962,1,0,0,1
680251,887,3,2013-10-30,426,1,0,0,0
165432,413,4,2015-03-05,933,1,1,0,0
446877,548,2,2014-05-27,319,1,0,0,0
149726,317,4,2015-03-19,490,1,1,0,0
2401,172,3,2015-07-29,878,1,1,0,0
106707,783,1,2015-04-27,812,1,1,0,0
772839,930,4,2013-08-08,1295,1,0,0,1
761272,513,7,2013-08-18,0,0,0,0,0
665643,774,2,2013-11-12,612,1,0,0,0
444555,456,4,2014-05-29,0,0,0,a,0
152369,730,2,2015-03-17,904,1,1,0,0
1256,142,4,2015-07-30,509,1,1,0,1
470702,958,2,2014-05-06,595,1,1,0,0
101173,824,6,2015-05-02,899,1,0,0,0
317209,499,1,2014-10-06,843,1,1,0,0
704603,709,2,2013-10-08,1520,1,1,0,1
28946,1072,1,2015-07-06,678,1,0,0,1
187513,194,5,2015-02-13,436,1,0,0,0
492864,820,3,2014-04-16,1282,1,1,0,1
246209,572,7,2014-12-21,0,0,0,0,0
335709,267,2,2014-09-16,872,1,1,0,0
288037,285,4,2014-11-06,463,1,1,0,0
845534,35,1,2013-06-03,894,1,1,0,0
270629,709,2,2014-11-25,1614,1,1,0,0
581380,136,7,2014-01-26,0,0,0,0,0
191070,406,2,2015-02-10,444,1,0,0,0
789380,746,3,2013-07-24,333,1,0,0,1
485299,1060,3,2014-04-23,800,1,0,0,1
119735,431,3,2015-04-15,979,1,1,0,0
158521,192,3,2015-03-11,712,1,0,0,0
717375,101,4,2013-09-26,779,1,1,0,0
13097,833,1,2015-07-20,469,1,0,0,0
122349,815,1,2015-04-13,720,1,1,0,0
624107,493,4,2013-12-19,987,1,1,0,0
618907,868,2,2013-12-24,460,1,0,0,1
404036,352,6,2014-07-05,611,1,0,0,0
216179,985,1,2015-01-19,675,1,0,0,0
390332,738,7,2014-07-20,0,0,0,0,0
188849,415,4,2015-02-12,367,1,0,0,0
331560,892,7,2014-09-21,0,0,0,0,0
172446,737,5,2015-02-27,969,1,0,0,0
29226,237,7,2015-07-05,0,0,0,0,0
821958,989,2,2013-06-25,602,1,0,0,0
702028,364,4,2013-10-10,631,1,1,0,1
22491,192,6,2015-07-11,1008,1,0,0,0
761482,723,7,2013-08-18,0,0,0,0,0
817088,579,6,2013-06-29,1059,1,0,0,0
677671,537,5,2013-11-01,0,0,0,a,0
627942,983,1,2013-12-16,2836,1,1,0,0
678928,679,4,2013-10-31,1189,1,0,0,0
345301,552,6,2014-09-06,406,1,0,0,0
679325,1076,4,2013-10-31,654,1,0,0,1
664304,550,3,2013-11-13,383,1,0,0,0
563388,1099,3,2014-02-12,807,1,0,0,0
847325,711,7,2013-06-02,0,0,0,0,0
554900,416,3,2014-02-19,1341,1,1,0,0
316474,747,2,2014-10-07,766,1,1,0,0
270418,451,2,2014-11-25,455,1,1,0,0
548811,1017,2,2014-02-25,920,1,0,0,1
410289,755,7,2014-06-29,0,0,0,0,0
126517,523,4,2015-04-09,1401,1,0,0,1
619448,294,1,2013-12-23,1142,1,0,0,1
727679,370,2,2013-09-17,496,1,0,0,0
312941,987,6,2014-10-11,460,1,0,0,0
792676,697,7,2013-07-21,0,0,0,0,0
449886,212,6,2014-05-24,306,1,0,0,0
228372,913,4,2015-01-08,972,1,1,0,0
857323,674,5,2013-05-24,1118,1,0,0,0
653427,823,6,2013-11-23,416,1,0,0,0
564374,970,2,2014-02-11,468,1,0,0,0
149681,272,4,2015-03-19,651,1,1,0,0
138280,21,7,2015-03-29,0,0,0,0,0
476251,932,4,2014-05-01,0,0,1,a,0
818303,679,5,2013-06-28,1049,1,0,0,1
222485,601,2,2015-01-13,383,1,1,0,0
624251,637,4,2013-12-19,994,1,1,0,0
812436,387,3,2013-07-03,1220,1,1,0,0
265241,970,1,2014-12-01,586,1,1,0,0
399251,225,4,2014-07-10,569,1,0,0,0
401908,39,1,2014-07-07,647,1,0,0,1
173957,18,3,2015-02-25,689,1,0,0,0
805361,2,2,2013-07-09,582,1,0,0,0
736830,601,1,2013-09-09,527,1,1,0,0
316453,723,2,2014-10-07,586,1,1,0,0
641595,141,2,2013-12-03,822,1,1,0,0
630056,867,6,2013-12-14,484,1,0,0,0
170236,757,7,2015-03-01,0,0,0,0,0
795139,930,5,2013-07-19,1238,1,1,0,0
744492,458,1,2013-09-02,598,1,0,0,0
683379,670,7,2013-10-27,0,0,0,0,0
719691,187,2,2013-09-24,894,1,1,0,0
111723,224,3,2015-04-22,416,1,0,0,0
35583,1019,2,2015-06-30,1062,1,1,0,0
224778,664,7,2015-01-11,0,0,0,0,0
469002,373,3,2014-05-07,329,1,1,0,0
542867,648,7,2014-03-02,0,0,0,0,0
216039,845,1,2015-01-19,267,1,0,0,0
537086,442,5,2014-03-07,479,1,1,0,0
361642,1082,3,2014-08-20,962,1,1,0,1
756060,876,5,2013-08-23,786,1,0,0,1
640465,126,3,2013-12-04,601,1,1,0,0
621703,319,6,2013-12-21,1007,1,0,0,0
61351,27,6,2015-06-06,863,1,0,0,0
405517,999,5,2014-07-04,625,1,1,0,0
276263,740,3,2014-11-19,403,1,0,0,0
111102,718,4,2015-04-23,773,1,0,0,0
291812,325,7,2014-11-02,0,0,0,0,0
235864,600,4,2015-01-01,0,0,0,a,1
189007,573,4,2015-02-12,288,1,0,0,0
194277,268,6,2015-02-07,426,1,0,0,0
84833,94,6,2015-05-16,553,1,0,0,0
810314,495,5,2013-07-05,471,1,1,0,0
6032,458,7,2015-07-26,0,0,0,0,0
290849,294,1,2014-11-03,999,1,1,0,0
109687,418,5,2015-04-24,614,1,0,0,0
776863,494,7,2013-08-04,1192,1,0,0,0
794968,759,5,2013-07-19,882,1,1,0,0
356131,85,1,2014-08-25,910,1,0,0,0
776230,976,1,2013-08-05,652,1,0,0,1
381688,456,2,2014-07-29,989,1,1,0,1
843217,1063,4,2013-06-06,503,1,1,0,0
412801,1037,5,2014-06-27,711,1,0,0,0
194019,10,6,2015-02-07,518,1,0,0,0
237576,319,2,2014-12-30,1085,1,0,0,1
376076,454,1,2014-08-04,841,1,1,0,1
396407,177,7,2014-07-13,0,0,0,0,0
296876,789,2,2014-10-28,427,1,0,0,1
552047,908,6,2014-02-22,205,1,0,0,0
842495,341,4,2013-06-06,744,1,1,0,0
311792,738,7,2014-10-12,0,0,0,0,0
451102,313,5,2014-05-23,818,1,1,0,0
154324,455,7,2015-03-15,0,0,0,0,0
470614,870,2,2014-05-06,1026,1,1,0,0
627819,860,1,2013-12-16,1032,1,1,0,0
532395,211,2,2014-03-11,1437,1,0,0,0
39551,527,5,2015-06-26,948,1,0,0,0
542393,174,7,2014-03-02,0,0,0,0,0
285655,788,7,2014-11-09,0,0,0,0,0
694496,637,4,2013-10-17,674,1,0,0,0
318308,700,7,2014-10-05,0,0,0,0,0
9718,799,4,2015-07-23,759,1,0,0,1
745238,89,7,2013-09-01,0,0,0,0,0
454097,1078,3,2014-05-21,545,1,1,0,0
602490,61,2,2014-01-07,807,1,1,0,0
552825,571,5,2014-02-21,560,1,1,0,0
440793,39,7,2014-06-01,0,0,0,0,0
226609,265,5,2015-01-09,474,1,1,0,0
260421,800,6,2014-12-06,473,1,0,0,0
518238,549,1,2014-03-24,566,1,0,0,0
806001,642,2,2013-07-09,429,1,0,0,0
525864,370,1,2014-03-17,748,1,1,0,0
637349,355,6,2013-12-07,1016,1,0,0,0
142455,851,4,2015-03-26,374,1,0,0,0
732057,288,5,2013-09-13,443,1,1,0,0
756877,578,4,2013-08-22,843,1,0,0,0
150017,608,4,2015-03-19,1052,1,1,0,0
80253,1089,4,2015-05-21,935,1,1,0,0
832447,328,6,2013-06-15,305,1,0,0,0
830672,783,1,2013-06-17,838,1,1,0,0
193674,780,7,2015-02-08,0,0,0,0,0
140269,895,6,2015-03-28,924,1,0,0,0
447511,67,1,2014-05-26,777,1,0,0,0
707929,690,6,2013-10-05,810,1,0,0,0
441031,277,7,2014-06-01,0,0,0,0,0
773987,963,3,2013-08-07,902,1,0,0,1
305515,1051,7,2014-10-19,0,0,0,0,0
151316,792,3,2015-03-18,697,1,1,0,0
182632,888,3,2015-02-18,678,1,1,0,0
716837,678,5,2013-09-27,833,1,1,0,0
146947,883,7,2015-03-22,0,0,0,0,0
336415,1103,2,2014-09-16,437,1,1,0,0
23459,45,5,2015-07-10,393,1,0,0,0
86870,1016,5,2015-05-15,517,1,0,0,0
598786,817,6,2014-01-11,1975,1,0,0,0
208877,373,7,2015-01-25,0,0,0,0,0
349700,229,1,2014-09-01,964,1,1,0,1
144285,451,2,2015-03-24,432,1,0,0,0
392870,410,4,2014-07-17,736,1,1,0,1
713305,491,1,2013-09-30,442,1,0,0,0
666246,262,1,2013-11-11,2923,1,0,0,0
647485,456,4,2013-11-28,839,1,0,0,0
647861,832,4,2013-11-28,471,1,0,0,0
677215,81,5,2013-11-01,0,0,0,a,0
196668,429,4,2015-02-05,394,1,1,0,0
169880,401,7,2015-03-01,0,0,0,0,0
137622,478,1,2015-03-30,892,1,1,0,1
795258,1049,5,2013-07-19,711,1,1,0,0
709486,17,4,2013-10-03,0,0,0,a,0
137617,473,1,2015-03-30,662,1,1,0,1
285111,134,7,2014-11-09,0,0,0,0,0
596727,988,1,2014-01-13,632,1,0,0,0
211311,577,5,2015-01-23,497,1,0,0,0
434880,816,6,2014-06-07,625,1,0,0,0
648551,407,3,2013-11-27,260,1,0,0,0
318851,236,6,2014-10-04,646,1,0,0,0
662772,133,4,2013-11-14,686,1,0,0,0
697328,124,1,2013-10-14,524,1,0,0,0
234896,747,5,2015-01-02,780,1,0,0,1
445673,459,3,2014-05-28,1418,1,0,0,0
89328,129,2,2015-05-12,1113,1,0,0,0
696969,880,2,2013-10-15,620,1,0,0,0
70041,912,6,2015-05-30,1201,1,0,0,0
480681,902,7,2014-04-27,0,0,0,0,0
299584,673,6,2014-10-25,562,1,0,0,0
584340,866,5,2014-01-24,534,1,1,0,0
458049,570,6,2014-05-17,486,1,0,0,0
675196,292,7,2013-11-03,0,0,0,0,0
234217,68,5,2015-01-02,1192,1,0,0,1
303241,568,2,2014-10-21,410,1,1,0,1
559552,608,6,2014-02-15,404,1,0,0,0
226835,491,5,2015-01-09,514,1,1,0,0
130261,922,1,2015-04-06,0,0,0,b,1
19068,114,2,2015-07-14,657,1,1,0,1
664810,1056,3,2013-11-13,266,1,0,0,0
632670,136,3,2013-12-11,396,1,0,0,0
322078,740,3,2014-10-01,583,1,1,0,0
465632,348,6,2014-05-10,740,1,0,0,0
218423,999,6,2015-01-17,421,1,0,0,0
409755,221,7,2014-06-29,0,0,0,0,0
61508,184,6,2015-06-06,588,1,0,0,0
54153,634,6,2015-06-13,307,1,0,0,0
99007,888,1,2015-05-04,914,1,1,0,0
485226,987,3,2014-04-23,816,1,0,0,1
780901,72,3,2013-07-31,626,1,1,0,1
842844,690,4,2013-06-06,630,1,1,0,0
723989,25,5,2013-09-20,1247,1,0,0,0
645812,1013,6,2013-11-30,295,1,0,0,0
338905,735,6,2014-09-13,410,1,0,0,0
118569,380,4,2015-04-16,1330,1,1,0,0
373271,454,4,2014-08-07,709,1,1,0,1
231204,400,1,2015-01-05,1607,1,1,0,0
215356,162,1,2015-01-19,443,1,0,0,0
775018,879,2,2013-08-06,286,1,0,0,1
628162,88,7,2013-12-15,0,0,0,0,0
367811,635,3,2014-08-13,489,1,0,0,1
702972,193,3,2013-10-09,961,1,1,0,0
116701,742,6,2015-04-18,931,1,0,0,0
279095,770,7,2014-11-16,0,0,0,0,0
849385,541,5,2013-05-31,1220,1,1,0,0
41513,259,3,2015-06-24,2405,1,0,0,0
284118,64,1,2014-11-10,890,1,1,0,0
103379,800,4,2015-04-30,582,1,1,0,0
36479,800,1,2015-06-29,538,1,1,0,0
401537,722,2,2014-07-08,1303,1,0,0,0
658878,699,1,2013-11-18,1138,1,1,0,0
829312,538,2,2013-06-18,717,1,1,0,0
47392,563,5,2015-06-19,471,1,1,0,0
673094,420,2,2013-11-05,429,1,1,0,0
828099,440,3,2013-06-19,594,1,1,0,0
254081,1040,6,2014-12-13,805,1,0,0,0
630365,61,5,2013-12-13,573,1,0,0,0
800656,872,7,2013-07-14,0,0,0,0,0
125660,781,5,2015-04-10,651,1,0,0,0
450584,910,6,2014-05-24,374,1,0,0,0
91652,223,7,2015-05-10,0,0,0,0,0
106280,356,1,2015-04-27,521,1,1,0,0
348346,841,3,2014-09-03,506,1,1,0,0
689508,109,1,2013-10-21,900,1,1,0,0
696757,668,2,2013-10-15,962,1,0,0,0
679369,5,3,2013-10-30,743,1,0,0,1
633107,573,3,2013-12-11,303,1,0,0,0
703055,276,3,2013-10-09,604,1,1,0,0
336604,223,1,2014-09-15,951,1,1,0,0
359160,356,5,2014-08-22,453,1,1,0,1
701830,166,4,2013-10-10,877,1,1,0,0
655061,227,4,2013-11-21,540,1,1,0,0
631054,750,5,2013-12-13,402,1,0,0,0
449761,87,6,2014-05-24,376,1,0,0,0
695021,47,3,2013-10-16,813,1,0,0,0
142951,232,3,2015-03-25,228,1,0,0,0
74395,806,2,2015-05-26,483,1,0,0,1
19212,258,2,2015-07-14,587,1,1,0,0
331774,28,6,2014-09-20,302,1,0,0,0
654331,612,5,2013-11-22,489,1,1,0,0
49921,862,3,2015-06-17,1078,1,1,0,0
625919,75,2,2013-12-17,841,1,1,0,0
408058,689,2,2014-07-01,827,1,1,0,0
445643,429,3,2014-05-28,504,1,0,0,0
270452,489,2,2014-11-25,867,1,1,0,0
809876,57,5,2013-07-05,1245,1,1,0,0
439158,634,2,2014-06-03,772,1,1,0,0
448141,697,1,2014-05-26,858,1,0,0,0
747027,763,6,2013-08-31,608,1,0,0,0
221347,578,3,2015-01-14,651,1,1,0,0
609659,540,3,2014-01-01,0,0,0,a,1
442331,462,6,2014-05-31,398,1,0,0,0
862096,987,1,2013-05-20,0,0,0,a,0
36003,324,1,2015-06-29,1041,1,1,0,0
666935,951,1,2013-11-11,600,1,0,0,0
857111,462,5,2013-05-24,604,1,0,0,0
683146,437,7,2013-10-27,0,0,0,0,0
610100,981,3,2014-01-01,0,0,0,a,1
823017,933,1,2013-06-24,967,1,0,0,0
638621,512,5,2013-12-06,1628,1,1,0,0
311552,445,7,2014-10-12,0,0,0,0,0
56254,505,4,2015-06-11,653,1,0,0,0
106125,201,1,2015-04-27,408,1,1,0,0
757124,825,4,2013-08-22,400,1,0,0,1
403969,272,6,2014-07-05,351,1,0,0,0
367645,438,3,2014-08-13,416,1,0,0,1
477867,318,2,2014-04-29,696,1,1,0,0
343032,74,1,2014-09-08,797,1,0,0,0
836594,15,2,2013-06-11,582,1,0,0,0
214824,745,2,2015-01-20,547,1,0,0,0
594588,1079,3,2014-01-15,543,1,0,0,0
427140,881,6,2014-06-14,411,1,0,0,0
452393,489,4,2014-05-22,713,1,1,0,0
710081,612,4,2013-10-03,0,0,0,a,0
374227,478,3,2014-08-06,660,1,1,0,1
794229,20,5,2013-07-19,866,1,1,0,0
841751,712,5,2013-06-07,638,1,1,0,0
513403,174,5,2014-03-28,458,1,0,0,0
664005,251,3,2013-11-13,2330,1,0,0,0
490403,589,5,2014-04-18,0,0,1,b,1
203581,652,5,2015-01-30,801,1,1,0,0
576780,1111,5,2014-01-31,501,1,0,0,0
710044,575,4,2013-10-03,0,0,0,a,0
163793,1004,6,2015-03-07,513,1,0,0,0
128614,390,2,2015-04-07,1170,1,0,0,1
305772,248,6,2014-10-18,903,1,0,0,0
679076,827,4,2013-10-31,1563,1,0,0,0
696562,473,2,2013-10-15,446,1,0,0,0
753010,56,7,2013-08-25,0,0,0,0,0
29209,220,7,2015-07-05,0,0,0,0,0
723871,1022,6,2013-09-21,638,1,0,0,0
475796,477,4,2014-05-01,0,0,1,a,0
734893,894,3,2013-09-11,1206,1,1,0,0
761858,1099,7,2013-08-18,852,1,0,0,0
462283,344,2,2014-05-13,1021,1,0,0,0
814805,526,1,2013-07-01,2008,1,1,0,0
518733,1044,1,2014-03-24,759,1,0,0,0
209125,621,7,2015-01-25,0,0,0,0,0
736341,112,1,2013-09-09,824,1,1,0,0
30869,765,6,2015-07-04,496,1,0,0,0
823920,721,7,2013-06-23,0,0,0,0,0
822183,99,1,2013-06-24,403,1,0,0,0
418004,665,7,2014-06-22,0,0,0,0,0
794221,12,5,2013-07-19,850,1,1,0,1
419399,945,6,2014-06-21,275,1,0,0,0
540899,910,2,2014-03-04,693,1,1,0,0
298116,30,7,2014-10-26,0,0,0,0,0
583550,76,5,2014-01-24,925,1,1,0,0
485961,607,2,2014-04-22,422,1,0,0,1
743879,960,2,2013-09-03,369,1,0,0,0
473956,867,6,2014-05-03,457,1,0,0,0
393865,481,3,2014-07-16,513,1,1,0,0
638682,573,5,2013-12-06,345,1,1,0,0
40934,795,4,2015-06-25,305,1,0,0,0
473429,340,6,2014-05-03,586,1,0,0,0
573172,848,1,2014-02-03,941,1,1,0,0
